Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
SI,Slovenia,2009,MF,  13.699,  100.724,13.6,  47.311,  940.946,2.7,  61.01,22.5,  246.386,5.6,5.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,
SI,Slovenia,2010,MF,  14.026,  95.722,14.7,  61.332,  945.677,2.3,  75.358,18.6,  239.75,5.9,6.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,
SB,Solomon Islands,1999,MF,  11.475,  25.0,45.9,  15.609,  60.0,1.8,  27.084,42.4,  86.0,13.3,26.0,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Survey limitation: The size of the Census sample tabulation is not specified.
ZA,South Africa,1998,MF,  900.1, 1 998.5,45.0, 2 262.55, 10 552.77,2.1, 3 162.66,28.5, 8 719.19,10.3,21.4,NSO,HS,T,Youth: 15-24; Adult: 25+,Reference period: October
ZA,South Africa,1999,MF, 1 114.96, 2 415.35,46.2, 2 450.98, 11 685.31,2.2, 3 565.95,31.3, 8 904.8,12.5,21.0,NSO,LFS,T,Youth: 15-24; Adult: 25+,Reference period: October
ZA,South Africa,2000,MF, 1 401.0, 3 173.23,44.2, 2 932.0, 13 039.61,2.0, 4 333.0,32.3, 8 950.82,15.7,22.5,NSO,LFS,T,Youth: 15-24; Adult: 25+,Reference period: October
ZA,South Africa,2001 b,MF, 1 508.0,,, 3 157.0,,, 4 665.0,32.3,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
ZA,South Africa,2002 b,MF, 1 509.17, 2 668.76,56.5, 3 327.41, 13 192.65,2.2, 4 836.58,31.2, 9 006.51,16.8,25.2,NSO,LFS,T,Youth: 15-24; Adult: 25+,Reference period: September
ZA,South Africa,2003 b,MF, 1 523.0, 2 694.5,56.5, 2 916.0, 13 497.7,2.6, 4 439.0,34.3, 9 830.7,15.5,21.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: September
ZA,South Africa,2004,MF, 1 383.0,,, 2 755.0,,, 4 138.0,33.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: September
ZA,South Africa,2005,MF, 1 501.0,,, 2 995.0,,, 4 496.0,33.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: September
ZA,South Africa,2006,MF, 1 472.0,,, 2 923.0,,, 4 395.0,33.5,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
ZA,South Africa,2007,MF, 1 357.0, 2 894.9,46.9, 2 589.0, 14 283.2,2.6, 3 946.0,34.4, 9 648.0,14.1,18.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
ZA,South Africa,2008 b,MF, 1 375.0, 3 018.7,45.5, 2 701.0, 14 769.5,2.5, 4 076.0,33.7, 9 937.3,13.8,18.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,
ZA,South Africa,2009 b,MF, 1 349.393, 2 802.383,48.2, 2 823.411, 14 727.88,2.5, 4 172.804,32.3, 10 061.75,13.4,19.2,NSO,LFS,T,Youth: 15-24; Adult: 25-64,
ES,Spain,1980,MF,  804.7, 3 181.6,25.3,  728.2, 10 573.4,3.7, 1 532.9,52.5, 5 367.2,15.0,6.9,OECD,LFS,T,Youth: 16-24; Adult: 25+,Geographic limitation: Excluding Ceuta and Melilla provinces
ES,Spain,1981,MF,  989.8, 3 207.0,30.9,  901.8, 10 600.8,3.6, 1 891.6,52.3, 5 498.0,18.0,8.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Geographic limitation: Excluding Ceuta and Melilla provinces
ES,Spain,1982,MF, 1 121.0, 3 233.3,34.7, 1 040.8, 10 734.2,3.6, 2 161.8,51.9, 5 587.1,20.1,9.7,OECD,LFS,T,Youth: 16-24; Adult: 25+,Geographic limitation: Excluding Ceuta and Melilla provinces
ES,Spain,1983,MF, 1 217.8, 3 242.4,37.6, 1 176.5, 10 906.6,3.5, 2 394.3,50.9, 5 652.9,21.5,10.8,OECD,LFS,T,Youth: 16-24; Adult: 25+,Geographic limitation: Excluding Ceuta and Melilla provinces
ES,Spain,1984,MF, 1 352.8, 3 233.7,41.8, 1 440.6, 10 990.9,3.2, 2 793.4,48.4, 5 703.0,23.7,13.1,OECD,LFS,T,Youth: 16-24; Adult: 25+,Geographic limitation: Excluding Ceuta and Melilla provinces
ES,Spain,1985,MF, 1 381.1, 3 155.2,43.8, 1 624.1, 11 129.7,3.0, 3 005.2,46.0, 5 746.4,24.0,14.6,OECD,LFS,T,Youth: 16-24; Adult: 25+,Geographic limitation: Excluding Ceuta and Melilla provinces
ES,Spain,1986,MF, 1 343.8, 3 139.3,42.8, 1 631.3, 11 284.3,3.0, 2 975.1,45.2, 5 773.0,23.3,14.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,Geographic limitation: Excluding Ceuta and Melilla provinces
ES,Spain,1987 b,MF, 1 336.2, 3 330.4,40.1, 1 640.4, 11 638.5,2.8, 2 976.6,44.9, 5 809.5,23.0,14.1,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1988,MF, 1 264.6, 3 391.8,37.3, 1 641.9, 11 963.3,2.7, 2 906.5,43.5, 5 856.7,21.6,13.7,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1989,MF, 1 061.1, 3 299.7,32.2, 1 571.5, 12 217.0,2.5, 2 632.6,40.3, 5 892.3,18.0,12.9,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1990,MF,  978.8, 3 235.9,30.2, 1 531.3, 12 452.5,2.5, 2 510.1,39.0, 5 895.6,16.6,12.3,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1991,MF,  913.7, 3 149.4,29.0, 1 631.6, 12 672.6,2.3, 2 545.3,35.9, 5 917.9,15.4,12.9,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1992,MF,  986.6, 3 047.5,32.4, 1 896.8, 12 846.7,2.2, 2 883.4,34.2, 5 922.8,16.7,14.8,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1993,MF, 1 211.6, 2 954.5,41.0, 2 387.2, 13 092.9,2.2, 3 598.8,33.7, 5 915.6,20.5,18.2,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1994,MF, 1 248.9, 2 914.2,42.9, 2 630.9, 13 330.8,2.2, 3 879.8,32.2, 5 894.3,21.2,19.7,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1995,MF, 1 135.9, 2 808.3,40.4, 2 579.7, 13 577.0,2.1, 3 715.6,30.6, 5 853.8,19.4,19.0,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1996,MF, 1 091.1, 2 733.3,39.9, 2 566.0, 13 912.6,2.2, 3 657.1,29.8, 5 792.6,18.8,18.4,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1997,MF,  992.1, 2 667.0,37.2, 2 479.4, 14 209.9,2.1, 3 471.5,28.6, 5 691.3,17.4,17.4,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1998,MF,  885.2, 2 608.8,33.9, 2 292.0, 14 490.7,2.1, 3 177.2,27.9, 5 563.9,15.9,15.8,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,1999,MF,  734.8, 2 600.9,28.3, 1 987.7, 14 806.7,2.1, 2 722.5,27.0, 5 418.5,13.6,13.4,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,2000,MF,  647.3, 2 559.0,25.3, 1 839.7, 15 380.3,2.1, 2 487.0,26.0, 5 271.1,12.3,12.0,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,2001 b,MF,  496.4, 2 391.4,20.8, 1 372.7, 15 462.5,2.3, 1 869.1,26.6, 5 105.2,9.7,8.9,OECD,LFS,T,Youth: 16-24; Adult: 25+,Survey limitation: Definition of unemployment revised.
ES,Spain,2002,MF,  513.4, 2 308.5,22.2, 1 569.7, 16 032.2,2.3, 2 083.1,24.6, 4 910.2,10.5,9.8,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,2003,MF,  510.2, 2 242.9,22.7, 1 617.2, 16 579.4,2.3, 2 127.4,24.0, 4 713.3,10.8,9.8,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,2004,MF,  530.26, 2 406.32,22.0, 1 683.36, 17 778.109,2.3, 2 213.62,24.0, 4 889.04,10.8,9.5,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,2005 b,MF,  490.45, 2 494.74,19.7, 1 422.07, 18 391.0,2.5, 1 912.52,25.6, 4 784.79,10.3,7.7,OECD,LFS,T,Youth: 16-24; Adult: 25+,Survey limitation: Survey redesigned.
ES,Spain,2006,MF,  443.34, 2 474.01,17.9, 1 393.77, 19 110.779,2.5, 1 837.11,24.1, 4 694.43,9.4,7.3,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,2007,MF,  442.73, 2 434.03,18.2, 1 391.17, 19 755.859,2.6, 1 833.9,24.1, 4 642.31,9.5,7.0,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,2008,MF,  592.97, 2 407.96,24.6, 1 997.63, 20 440.26,2.5, 2 590.6,22.9, 4 590.16,12.9,9.8,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,2009,MF,  841.47, 2 223.17,37.9, 3 308.04, 20 814.301,2.4, 4 149.51,20.3, 4 488.78,18.7,15.9,OECD,LFS,T,Youth: 16-24; Adult: 25+,
ES,Spain,2010,MF,  852.03, 2 047.58,41.6, 3 780.36, 21 041.301,2.3, 4 632.39,18.4, 4 366.59,19.5,18.0,OECD,LFS,T,Youth: 16-24; Adult: 25+,
LK,Sri Lanka,1993,MF,  489.4, 1 374.1,35.6,  342.3, 4 641.9,4.8,  831.7,58.8, 2 905.6,16.8,7.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,1994,MF,  507.3, 1 455.4,34.9,  291.9, 4 678.7,5.6,  799.2,63.5, 2 916.7,17.4,6.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,1995,MF,  444.1, 1 262.4,35.2,  304.9, 4 839.7,5.6,  749.0,59.3, 2 924.0,15.2,6.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,1996,MF,  446.0, 1 354.8,32.9,  258.6, 4 854.8,6.2,  704.6,63.3, 3 089.1,14.4,5.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,1997,MF,  421.3, 1 311.1,32.1,  237.0, 4 902.0,6.6,  658.3,64.0, 2 993.1,14.1,4.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,1998,MF,  383.3, 1 467.3,26.1,  227.4, 5 192.5,6.0,  610.7,62.8, 2 993.2,12.8,4.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,1999,MF,  380.5, 1 419.9,26.8,  210.4, 5 233.3,6.7,  590.9,64.4, 3 001.0,12.7,4.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,2000,MF,  330.4, 1 397.3,23.6,  186.7, 5 283.7,6.7,  517.1,63.9, 3 214.9,10.3,3.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,2001,MF,  357.8,,,  178.9,,,  536.7,66.7,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,2002,MF,  418.7,,,  207.2,,,  625.9,66.9,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,2003,MF,  421.2, 1 606.9,26.2,  220.5, 6 198.5,7.4,  641.7,65.6, 3 520.2,12.0,3.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern province
LK,Sri Lanka,2004,MF,  427.1, 1 609.8,26.5,  239.6, 6 342.9,7.0,  666.7,64.1, 3 635.8,11.7,3.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,2005,MF,  400.9, 1 521.0,26.4,  222.5, 6 605.2,7.8,  623.4,64.3, 3 641.2,11.0,3.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,
LK,Sri Lanka,2006,MF,  279.7, 1 293.6,21.6,  212.4, 6 282.9,6.4,  492.1,56.8,,,3.4,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,2007,MF,  253.5, 1 194.5,21.2,  192.8, 6 278.4,6.9,  446.3,56.8,,,3.1,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,2008,MF,  214.0, 1 154.9,18.5,  180.0, 6 396.2,6.6,  394.0,54.3,,,2.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Geographic limitation: Excluding the Northern and Eastern provinces
LK,Sri Lanka,2009 b,MF,  245.248, 1 153.842,21.3,  226.007, 6 897.247,6.5,  471.255,52.0, 3 133.553,7.8,3.3,NSO,LFS,T,Youth: 15-24; Adult: 25+,
SR,Suriname,1987,MF,  14.1,  43.072,32.7,  3.963,  49.212,4.1,  18.065,78.1,  95.774,14.7,8.1,LABORSTA,HS,T,Youth: 15-29; Adult: 30+,Reference period: First semester
SR,Suriname,1989 b,MF,  8.327,  23.6,35.3,  7.117,  74.2,3.7,  15.444,53.9,,,9.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,1990,MF,  7.537,  20.6,36.6,  7.672,  76.6,3.7,  15.209,49.6,  56.6,13.3,10.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,1992,MF,  9.329,  23.3,40.0,  9.131,  83.5,3.7,  18.46,50.5,  65.0,14.4,10.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,1993,MF,  6.65,  18.6,35.8,  7.685,  73.0,3.4,  14.335,46.4,  56.0,11.9,10.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,1994,MF,  4.497,,,  6.737,  72.6,,  11.234,40.0,,,9.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,1995,MF,  4.326,  16.524,26.2,  3.233,  73.572,6.0,  7.559,57.2,  57.4,7.5,4.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,1996,MF,  4.338,,,  6.307,,,  10.645,40.8,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,1997,MF,  4.324,,,  5.312,,,  9.636,44.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,1998,MF,  4.288,,,  6.187,,,  10.475,40.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,1999,MF,  4.135,  12.133,34.1,  7.682,  73.745,3.3,  11.817,35.0,  47.6,8.7,10.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,Reference period: First semester
SR,Suriname,2004,MF,  6.232,  28.98,21.5,  10.193,  144.13,3.0,  16.425,37.9,,,7.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25-64,Reference period: August
SZ,Swaziland,1989,MF,  20.869,,,  50.208,,,  50.208,41.6,,,,NSO,HS,C,Youth: 15-24; Adult: 25+,Reference period: September to October
SZ,Swaziland,1995 b,MF,  38.69,  88.8,43.6,  33.94,  246.7,3.2,  72.641,53.3,  199.7,19.4,13.8,NSO,IES,T,Youth: 15-24; Adult: 25+,
SZ,Swaziland,1997 b,MF,  33.27,  60.28,55.2,  26.08,  175.25,3.7,  53.102,62.7,  197.45,16.8,14.9,NSO,PC,T,Youth: 15-24; Adult: 25+,
SE,Sweden,1980,MF,  45.0,  718.0,6.3,  51.4, 3 614.0,4.4,  96.4,46.7, 1 002.0,4.5,1.4,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1981,MF,  54.0,  701.0,7.7,  65.9, 3 646.0,4.3,  119.9,45.0, 1 016.0,5.3,1.8,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1982,MF,  65.0,  700.0,9.3,  88.6, 3 677.0,3.9,  153.6,42.3, 1 028.0,6.3,2.4,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1983,MF,  70.0,  696.0,10.1,  101.3, 3 701.0,3.7,  171.3,40.9, 1 041.0,6.7,2.7,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1984,MF,  55.0,  693.0,7.9,  99.3, 3 716.0,3.0,  154.3,35.6, 1 050.0,5.2,2.7,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1985,MF,  51.0,  706.0,7.2,  86.7, 3 731.0,3.1,  137.7,37.0, 1 055.0,4.8,2.3,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1986,MF,  47.0,  701.0,6.7,  80.0, 3 760.0,3.2,  127.0,37.0, 1 060.0,4.4,2.1,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1987 b,MF,  38.0,  717.0,5.3,  64.0, 3 767.0,3.1,  102.0,37.3, 1 066.0,3.6,1.7,OECD,LFS,T,Youth: 16-24; Adult: 25-74,"Reference period: Average of monthly estimates
Survey limitation: Questionnaire and definitions revised."
SE,Sweden,1988,MF,  31.0,  731.0,4.2,  54.0, 3 806.0,3.0,  85.0,36.5, 1 069.0,2.9,1.4,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1989,MF,  29.0,  745.0,3.9,  44.0, 3 850.0,3.4,  73.0,39.7, 1 068.0,2.7,1.1,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1990,MF,  34.0,  733.0,4.6,  51.0, 3 906.0,3.6,  85.0,40.0, 1 061.0,3.2,1.3,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1991,MF,  55.0,  690.0,8.0,  95.0, 3 935.0,3.3,  150.0,36.7, 1 048.0,5.2,2.4,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1992,MF,  85.0,  620.0,13.7,  175.0, 3 924.0,3.1,  260.0,32.7, 1 027.0,8.3,4.5,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Average of monthly estimates
SE,Sweden,1993 b,MF,  126.0,  554.0,22.7,  289.0, 3 894.0,3.1,  415.0,30.4, 1 009.0,12.5,7.4,OECD,LFS,T,Youth: 16-24; Adult: 25-74,"Reference period: Continuous survey
Survey limitation: Continuous survey introduced and definitions revised."
SE,Sweden,1994,MF,  121.0,  535.0,22.6,  303.0, 3 891.0,2.9,  424.0,28.5,  999.0,12.1,7.8,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,1995 b,MF,  102.0,  522.0,19.5,  302.0, 3 941.0,2.5,  404.0,25.2,  989.0,10.3,7.7,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,1996,MF,  106.0,  499.0,21.2,  336.0, 3 967.0,2.5,  442.0,24.0,  977.0,10.8,8.5,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,1997,MF,  102.0,  481.0,21.2,  341.0, 3 943.0,2.5,  443.0,23.0,  959.0,10.6,8.6,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,1998,MF,  79.0,  472.0,16.7,  288.0, 3 935.0,2.3,  367.0,21.5,  944.0,8.4,7.3,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,1999,MF,  68.0,  475.0,14.3,  246.0, 3 962.0,2.3,  314.0,21.7,  929.0,7.3,6.2,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2000,MF,  57.0,  491.9,11.6,  204.0, 4 013.0,2.3,  261.0,21.8,  919.0,6.2,5.1,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2001,MF,  59.0,  507.0,11.6,  169.0, 4 036.0,2.8,  228.0,25.9,  922.0,6.4,4.2,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2002,MF,  64.0,  507.1,12.6,  174.0, 4 058.0,2.9,  238.0,26.9,  931.0,6.9,4.3,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2003,MF,  68.0,  503.5,13.5,  196.0, 4 079.0,2.8,  264.0,25.8,  944.0,7.2,4.8,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2004,MF,  84.2,  503.7,16.7,  215.6, 4 085.1,3.2,  299.8,28.1,  964.2,8.7,5.3,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2005,MF,  120.0,  545.6,22.0,  240.9, 4 161.2,3.8,  360.9,33.3,  983.0,12.2,5.8,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2006,MF,  120.9,  574.2,21.1,  211.0, 4 184.3,4.2,  331.9,36.4, 1 012.4,11.9,5.0,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2007,MF,  113.3,  603.9,18.8,  180.0, 4 227.9,4.4,  293.3,38.6, 1 047.9,10.8,4.3,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2008,MF,  119.3,  621.7,19.2,  176.9, 4 265.0,4.6,  296.2,40.3, 1 082.7,11.0,4.1,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2009,MF,  156.222,  628.955,24.8,  252.034, 4 282.708,4.2,  408.256,38.3, 1 231.781,12.7,5.9,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
SE,Sweden,2010,MF,  161.6,  641.0,25.2,  253.7, 4 320.7,4.3,  415.3,38.9, 1 245.6,13.0,5.9,OECD,LFS,T,Youth: 16-24; Adult: 25-74,Reference period: Continuous survey
CH,Switzerland,1990,MF,  21.0,  663.0,3.2,  54.0, 2 994.0,1.8,  75.0,28.0,  959.0,2.2,1.8,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
CH,Switzerland,1991 b,MF,  21.0,  655.0,3.2,  45.0, 3 183.0,2.3,  66.0,31.8,  926.0,2.3,1.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,1992,MF,  29.0,  618.0,4.7,  80.0, 3 251.0,1.9,  109.0,26.6,  906.0,3.2,2.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,1993,MF,  43.0,  615.0,7.0,  102.0, 3 275.0,2.2,  145.0,29.7,  888.0,4.8,3.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,1994,MF,  32.0,  557.0,5.7,  116.0, 3 313.0,1.6,  148.0,21.6,  869.0,3.7,3.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,1995,MF,  30.0,  544.0,5.5,  99.0, 3 334.0,1.9,  129.0,23.3,  854.0,3.5,3.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,1996,MF,  26.0,  561.0,4.6,  118.0, 3 366.0,1.3,  144.0,18.1,  844.0,3.1,3.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,1997,MF,  33.0,  556.0,5.9,  128.0, 3 370.0,1.6,  161.0,20.5,  832.0,4.0,3.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,1998,MF,  31.0,  553.0,5.6,  112.0, 3 419.0,1.7,  143.0,21.7,  824.0,3.8,3.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,1999,MF,  32.0,  566.0,5.7,  90.0, 3 418.0,2.1,  122.0,26.2,  823.0,3.9,2.6,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2000,MF,  28.0,  564.0,5.0,  78.0, 3 421.0,2.2,  106.0,26.4,  827.0,3.4,2.3,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2001,MF,  31.0,  565.0,5.5,  69.0, 3 475.0,2.8,  100.0,31.0,  834.0,3.7,2.0,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2002,MF,  32.7,  584.5,5.6,  86.8, 3 499.7,2.3,  119.5,27.4,  844.0,3.9,2.5,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2003,MF,  50.2,  591.5,8.5,  120.0, 3 541.6,2.5,  170.2,29.5,  852.9,5.9,3.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2004,MF,  44.7,  580.0,7.7,  133.8, 3 557.6,2.0,  178.5,25.0,  864.9,5.2,3.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2005,MF,  50.3,  574.5,8.8,  134.1, 3 584.6,2.3,  184.4,27.3,  875.0,5.7,3.7,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2006,MF,  46.7,  606.4,7.7,  122.0, 3 613.5,2.3,  168.7,27.7,  883.8,5.3,3.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2007,MF,  42.621,  601.555,7.1,  113.136, 3 676.243,2.3,  155.758,27.4,  892.865,4.8,3.1,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2008,MF,  42.8,  608.4,7.0,  103.9, 3 766.8,2.6,  146.7,29.2,  906.4,4.7,2.8,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
CH,Switzerland,2009,MF,  52.102,  616.859,8.4,  130.787, 3 834.053,2.5,  182.889,28.5,  917.015,5.7,3.4,OECD,LFS,T,Youth: 15-24; Adult: 25+,Reference period: Second quarter
